   7.4000000e+01   4.9000000e+01  -5.5587081e-01
   8.6000000e+01   4.9000000e+01  -5.9841889e-01
   9.6000000e+01   5.2000000e+01  -6.8572951e-01
   1.4100000e+02   8.9000000e+01  -2.9423457e-01
   2.6800000e+02   2.2400000e+02  -2.3653685e+00
   1.8700000e+02   5.1000000e+01  -1.7234457e+00
   1.8900000e+02   5.1000000e+01   1.9490903e+00
   1.8900000e+02   5.3000000e+01   1.0284936e+00
   1.6800000e+02   6.9000000e+01   1.9040406e+00
   1.6600000e+02   7.0000000e+01  -1.5067813e+00
   1.6800000e+02   7.1000000e+01   8.9242564e-01
   7.4000000e+01   4.9000000e+01   1.0000000e+00
   7.3000000e+01   5.0000000e+01   1.0000000e+00
   7.2000000e+01   5.1000000e+01   1.0000000e+00
   7.1000000e+01   5.2000000e+01   1.0000000e+00
   7.1000000e+01   5.3000000e+01   1.0000000e+00
   7.1000000e+01   5.4000000e+01   1.0000000e+00
   7.0000000e+01   5.5000000e+01   1.0000000e+00
   7.0000000e+01   5.6000000e+01   1.0000000e+00
   6.9000000e+01   5.7000000e+01   1.0000000e+00
   6.9000000e+01   5.8000000e+01   1.0000000e+00
   6.9000000e+01   5.9000000e+01   1.0000000e+00
   6.8000000e+01   6.0000000e+01   1.0000000e+00
   8.6000000e+01   4.9000000e+01   2.0000000e+00
   8.5000000e+01   5.0000000e+01   2.0000000e+00
   8.4000000e+01   5.1000000e+01   2.0000000e+00
   8.4000000e+01   5.2000000e+01   2.0000000e+00
   8.3000000e+01   5.3000000e+01   2.0000000e+00
   8.2000000e+01   5.4000000e+01   2.0000000e+00
   8.2000000e+01   5.5000000e+01   2.0000000e+00
   8.1000000e+01   5.6000000e+01   2.0000000e+00
   8.1000000e+01   5.7000000e+01   2.0000000e+00
   8.0000000e+01   5.8000000e+01   2.0000000e+00
   8.0000000e+01   5.9000000e+01   2.0000000e+00
   7.9000000e+01   6.0000000e+01   2.0000000e+00
   9.6000000e+01   5.2000000e+01   3.0000000e+00
   9.5000000e+01   5.3000000e+01   3.0000000e+00
   9.4000000e+01   5.4000000e+01   3.0000000e+00
   9.3000000e+01   5.5000000e+01   3.0000000e+00
   9.2000000e+01   5.6000000e+01   3.0000000e+00
   9.1000000e+01   5.7000000e+01   3.0000000e+00
   9.1000000e+01   5.8000000e+01   3.0000000e+00
   9.0000000e+01   5.9000000e+01   3.0000000e+00
   9.0000000e+01   6.0000000e+01   3.0000000e+00
   8.9000000e+01   6.1000000e+01   3.0000000e+00
   8.9000000e+01   6.2000000e+01   3.0000000e+00
   8.8000000e+01   6.3000000e+01   3.0000000e+00
   1.4100000e+02   8.9000000e+01   4.0000000e+00
   1.4000000e+02   9.0000000e+01   4.0000000e+00
   1.3900000e+02   9.1000000e+01   4.0000000e+00
   1.3900000e+02   9.2000000e+01   4.0000000e+00
   1.3900000e+02   9.3000000e+01   4.0000000e+00
   1.3800000e+02   9.4000000e+01   4.0000000e+00
   1.3800000e+02   9.5000000e+01   4.0000000e+00
   1.3900000e+02   9.6000000e+01   4.0000000e+00
   1.3900000e+02   9.7000000e+01   4.0000000e+00
   1.4000000e+02   9.8000000e+01   4.0000000e+00
   1.4000000e+02   9.9000000e+01   4.0000000e+00
   1.4000000e+02   1.0000000e+02   4.0000000e+00
   2.6800000e+02   2.2400000e+02   5.0000000e+00
   2.6700000e+02   2.2400000e+02   5.0000000e+00
   2.6600000e+02   2.2300000e+02   5.0000000e+00
   2.6500000e+02   2.2200000e+02   5.0000000e+00
   2.6400000e+02   2.2100000e+02   5.0000000e+00
   2.6300000e+02   2.2000000e+02   5.0000000e+00
   2.6300000e+02   2.1900000e+02   5.0000000e+00
   2.6300000e+02   2.1800000e+02   5.0000000e+00
   2.6200000e+02   2.1700000e+02   5.0000000e+00
   2.6100000e+02   2.1600000e+02   5.0000000e+00
   2.6000000e+02   2.1500000e+02   5.0000000e+00
   2.6000000e+02   2.1400000e+02   5.0000000e+00
   1.8700000e+02   5.1000000e+01   6.0000000e+00
   1.8600000e+02   5.1000000e+01   6.0000000e+00
   1.8500000e+02   5.1000000e+01   6.0000000e+00
   1.8400000e+02   5.1000000e+01   6.0000000e+00
   1.8300000e+02   5.1000000e+01   6.0000000e+00
   1.8200000e+02   5.1000000e+01   6.0000000e+00
   1.8100000e+02   5.1000000e+01   6.0000000e+00
   1.8000000e+02   5.1000000e+01   6.0000000e+00
   1.7900000e+02   5.1000000e+01   6.0000000e+00
   1.7800000e+02   5.1000000e+01   6.0000000e+00
   1.7700000e+02   5.1000000e+01   6.0000000e+00
   1.7600000e+02   5.1000000e+01   6.0000000e+00
   1.8900000e+02   5.1000000e+01   7.0000000e+00
   1.9000000e+02   5.0000000e+01   7.0000000e+00
   1.9100000e+02   4.9000000e+01   7.0000000e+00
   1.9200000e+02   4.9000000e+01   7.0000000e+00
   1.9300000e+02   4.9000000e+01   7.0000000e+00
   1.9400000e+02   4.9000000e+01   7.0000000e+00
   1.9500000e+02   4.9000000e+01   7.0000000e+00
   1.9600000e+02   4.9000000e+01   7.0000000e+00
   1.9700000e+02   4.9000000e+01   7.0000000e+00
   1.9800000e+02   4.9000000e+01   7.0000000e+00
   1.9900000e+02   5.0000000e+01   7.0000000e+00
   2.0000000e+02   5.0000000e+01   7.0000000e+00
   1.8900000e+02   5.3000000e+01   8.0000000e+00
   1.9000000e+02   5.4000000e+01   8.0000000e+00
   1.9100000e+02   5.5000000e+01   8.0000000e+00
   1.9200000e+02   5.6000000e+01   8.0000000e+00
   1.9300000e+02   5.6000000e+01   8.0000000e+00
   1.9400000e+02   5.6000000e+01   8.0000000e+00
   1.9500000e+02   5.6000000e+01   8.0000000e+00
   1.9600000e+02   5.6000000e+01   8.0000000e+00
   1.9700000e+02   5.7000000e+01   8.0000000e+00
   1.9800000e+02   5.7000000e+01   8.0000000e+00
   1.9900000e+02   5.7000000e+01   8.0000000e+00
   2.0000000e+02   5.8000000e+01   8.0000000e+00
   1.6800000e+02   6.9000000e+01   9.0000000e+00
   1.6900000e+02   6.8000000e+01   9.0000000e+00
   1.7000000e+02   6.8000000e+01   9.0000000e+00
   1.7100000e+02   6.7000000e+01   9.0000000e+00
   1.7200000e+02   6.7000000e+01   9.0000000e+00
   1.7300000e+02   6.7000000e+01   9.0000000e+00
   1.7400000e+02   6.7000000e+01   9.0000000e+00
   1.7500000e+02   6.7000000e+01   9.0000000e+00
   1.7600000e+02   6.8000000e+01   9.0000000e+00
   1.7700000e+02   6.8000000e+01   9.0000000e+00
   1.7800000e+02   6.8000000e+01   9.0000000e+00
   1.7900000e+02   6.9000000e+01   9.0000000e+00
   1.6600000e+02   7.0000000e+01   1.0000000e+01
   1.6500000e+02   7.0000000e+01   1.0000000e+01
   1.6400000e+02   7.0000000e+01   1.0000000e+01
   1.6300000e+02   7.0000000e+01   1.0000000e+01
   1.6200000e+02   7.0000000e+01   1.0000000e+01
   1.6100000e+02   7.0000000e+01   1.0000000e+01
   1.6000000e+02   7.0000000e+01   1.0000000e+01
   1.5900000e+02   7.1000000e+01   1.0000000e+01
   1.5800000e+02   7.1000000e+01   1.0000000e+01
   1.5700000e+02   7.1000000e+01   1.0000000e+01
   1.5600000e+02   7.1000000e+01   1.0000000e+01
   1.5500000e+02   7.1000000e+01   1.0000000e+01
   1.6800000e+02   7.1000000e+01   1.1000000e+01
   1.6800000e+02   7.2000000e+01   1.1000000e+01
   1.6900000e+02   7.3000000e+01   1.1000000e+01
   1.7000000e+02   7.4000000e+01   1.1000000e+01
   1.7100000e+02   7.5000000e+01   1.1000000e+01
   1.7200000e+02   7.5000000e+01   1.1000000e+01
